zpid,price,street,city,state,zipcode,beds,baths,area,latitude,longitude,home_type,tax_assessed_value,lot_area_value,days_on_zillow
27886619,299000,8303 Jet Pilot St,Houston,TX,77075,4.0,2.0,2007.0,29.633308,-95.27077,SINGLE_FAMILY,352306.0,0.5399,98
27753653,249000,2209 Sumpter St,Houston,TX,77026,3.0,1.0,1252.0,29.779724,-95.34714,SINGLE_FAMILY,271800.0,5001.0,19
249895179,615000,315 Nagle St,Houston,TX,77003,3.0,4.0,2453.0,29.75298,-95.34606,SINGLE_FAMILY,70380.0,2016.828,91
89634296,80000,6200 W Tidwell Rd APT 402,Houston,TX,77092,2.0,2.0,1133.0,29.851265,-95.48216,CONDO,66478.0,10.1192,168
28458992,279000,7863 Lumber Jack Dr,Houston,TX,77040,4.0,3.0,1639.0,29.88577,-95.51005,SINGLE_FAMILY,195783.0,6838.92,47
27979717,399999,5413 Nina Lee Ln,Houston,TX,77092,3.0,2.0,1568.0,29.831747,-95.47212,SINGLE_FAMILY,359660.0,9038.7,12
80389240,340000,5016 Higgins St,Houston,TX,77033,3.0,2.0,3226.0,29.654058,-95.34782,MULTI_FAMILY,392317.0,7920.0,28
123233718,495000,5520 Kiam St UNIT C,Houston,TX,77007,3.0,4.0,2223.0,29.78137,-95.42093,SINGLE_FAMILY,470205.0,1951.488,51
27811308,195000,3319 Elgin St,Houston,TX,77004,2.0,1.0,840.0,29.72967,-95.35475,SINGLE_FAMILY,152686.0,5000.688,79
27914090,1999999,2628 Quenby Ave,Houston,TX,77005,5.0,6.0,4515.0,29.721891,-95.42026,SINGLE_FAMILY,1778422.0,6364.116,25
112153228,260000,10928 Chazenwood Dr,Houston,TX,77064,3.0,3.0,1535.0,29.904968,-95.58125,TOWNHOUSE,235285.0,1920.0,35
28395814,331000,14207 Torrey Vista Dr,Houston,TX,77014,4.0,3.0,2952.0,29.98216,-95.486404,SINGLE_FAMILY,306406.0,7588.152,0
28266522,199900,858 Wax Myrtle Ln,Houston,TX,77079,2.0,2.0,1260.0,29.778704,-95.5661,CONDO,209870.0,4.476,32
27879538,399000,9944 E Hardy Rd,Houston,TX,77093,3.0,1.0,1288.0,29.856369,-95.36061,SINGLE_FAMILY,151758.0,0.2841,55
28139698,755000,5055 Fallen Oaks Dr,Houston,TX,77091,4.0,3.0,2703.0,29.84742,-95.46781,SINGLE_FAMILY,296621.0,7570.728,34
27996550,309500,7245 Rhobell St,Houston,TX,77016,4.0,2.0,2473.0,29.856886,-95.2966,SINGLE_FAMILY,277380.0,7200.468,6
27971497,1850000,1713 Ronson Rd,Houston,TX,77055,6.0,6.0,4882.0,29.800583,-95.49947,SINGLE_FAMILY,782170.0,7618.644,39
161423604,375000,18615 Each Elm Way,Houston,TX,77084,4.0,3.0,2924.0,29.814388,-95.68979,SINGLE_FAMILY,400768.0,7954.056,3
70308372,337500,12402 Brentleywood Ln,Houston,TX,77070,4.0,2.0,2019.0,29.953026,-95.55956,SINGLE_FAMILY,298291.0,6734.376,5
161374781,335000,7534 Welsh Stone Ln,Houston,TX,77049,4.0,3.0,2530.0,29.83405,-95.18398,SINGLE_FAMILY,369452.0,5174.928,3
27749369,224990,505 Hahlo St,Houston,TX,77020,3.0,1.0,968.0,29.779852,-95.30925,SINGLE_FAMILY,150614.0,6250.86,59
28442279,168500,2277 S Kirkwood Rd #3/912,Houston,TX,77077,2.0,2.0,1356.0,29.741056,-95.588486,CONDO,167332.0,4.9569,13
161435668,559900,3505 Vista Terrace Ln,Houston,TX,77018,3.0,3.0,2487.0,29.819645,-95.42223,SINGLE_FAMILY,473795.0,2317.392,5
28238944,324000,15126 Walters Rd,Houston,TX,77068,4.0,3.0,2822.0,30.003115,-95.48988,SINGLE_FAMILY,284442.0,8999.496,66
28111411,260000,118 Coach Rd,Houston,TX,77060,4.0,2.0,1674.0,29.93095,-95.40523,SINGLE_FAMILY,205857.0,7148.196,0
339424094,389900,820 Curtin St #B,Houston,TX,77018,3.0,4.0,1800.0,29.831682,-95.41393,SINGLE_FAMILY,31500.0,1400.0,0
28104137,1300000,14106 Barryknoll Ln,Houston,TX,77079,5.0,4.0,3719.0,29.778873,-95.592575,SINGLE_FAMILY,1255848.0,7560.0,11
28262244,259900,4726 Blueberry Hill Dr,Houston,TX,77084,3.0,3.0,1932.0,29.845736,-95.63152,SINGLE_FAMILY,277000.0,7013.16,181
28172150,365000,12607 Indian Wells Dr,Houston,TX,77066,4.0,3.0,2690.0,29.972145,-95.51566,SINGLE_FAMILY,368201.0,9600.624,96
68428058,222500,9200 Westheimer Rd APT 506,Houston,TX,77063,2.0,3.0,1340.0,29.738504,-95.525955,TOWNHOUSE,242654.0,7.3659,77
251228148,549000,9103 Shoal Creek Dr,Houston,TX,77064,4.0,2.0,4447.0,29.946001,-95.5566,SINGLE_FAMILY,349631.0,0.7699999999999999,0
28298679,599000,1516 Bay Area Blvd,Houston,TX,77058,2.0,2.0,904.0,29.562477,-95.114204,MULTI_FAMILY,135757.0,7.7464,103
28066626,825000,5235 Yarwell Dr,Houston,TX,77096,3.0,3.0,2861.0,29.670286,-95.47266,SINGLE_FAMILY,489379.0,10585.08,21
27574321,243000,6106 Maywood Dr,Houston,TX,77053,4.0,2.0,1544.0,29.602854,-95.47479,SINGLE_FAMILY,257158.0,8637.948,132
28158795,770000,7202 Wenwood Cir,Houston,TX,77040,4.0,4.0,3058.0,29.877026,-95.49912,SINGLE_FAMILY,38129.0,0.2573,31
28019525,200000,10614 Leitrim Way,Houston,TX,77047,4.0,2.0,1383.0,29.643984,-95.363625,SINGLE_FAMILY,159010.0,6050.0,231
27869440,659000,3233 Calumet St,Houston,TX,77004,4.0,3.0,2886.0,29.713667,-95.36694,SINGLE_FAMILY,611650.0,6325.0,1
68428135,205000,9200 Westheimer Rd APT 1701,Houston,TX,77063,2.0,3.0,1180.0,29.738504,-95.525955,TOWNHOUSE,226034.0,7.3659,55
70315865,289900,8902 York Hollow Ln,Houston,TX,77044,5.0,3.0,2402.0,29.853893,-95.196396,SINGLE_FAMILY,292478.0,6943.464,51
27982425,215000,9702 Dulcimer St,Houston,TX,77051,3.0,2.0,1768.0,29.652527,-95.377304,SINGLE_FAMILY,182360.0,9143.244,153
28189008,180000,12525 Newbrook Dr,Houston,TX,77072,3.0,2.0,1264.0,29.684229,-95.6019,TOWNHOUSE,157260.0,1540.0,123
70304157,559990,5523 Felice Dr,Houston,TX,77081,4.0,5.0,3458.0,29.694801,-95.48698,SINGLE_FAMILY,577578.0,2800.908,29
80569711,850000,2028 Elmen St,Houston,TX,77019,3.0,4.0,3210.0,29.74721,-95.40409,TOWNHOUSE,714937.0,2500.0,5
27853840,945000,1204 Studewood St,Houston,TX,77008,3.0,3.0,2155.0,29.793097,-95.387596,SINGLE_FAMILY,444155.0,5000.0,16
28290954,599000,4207 W Alabama St #1,Houston,TX,77027,2.0,3.0,1831.0,29.737877,-95.449425,TOWNHOUSE,554874.0,1.1154,21
28296665,255000,12633 Memorial Dr APT 138,Houston,TX,77024,3.0,2.0,1287.0,29.765099,-95.55706,CONDO,199319.0,15.4999,105
125462379,850000,2407 Arlington St,Houston,TX,77008,4.0,3.0,2697.0,29.808634,-95.394714,SINGLE_FAMILY,753721.0,3001.284,4
27834863,1495000,3118 Tangley Rd,Houston,TX,77005,4.0,3.0,3068.0,29.720387,-95.42693,SINGLE_FAMILY,1005646.0,5248.98,5
28387432,239900,12103 W Marsham Cir,Houston,TX,77066,3.0,2.0,1046.0,29.960598,-95.48485,SINGLE_FAMILY,165784.0,5776.056,25
339421380,515000,209 Edgewood St #C,Houston,TX,77011,3.0,4.0,2310.0,29.74388,-95.3226,SINGLE_FAMILY,76373.0,2160.576,45
27875575,419000,216 Milwaukee St,Houston,TX,77009,2.0,1.0,1049.0,29.809122,-95.368256,SINGLE_FAMILY,395200.0,5301.252,242
28351959,170000,1915 Augusta Dr APT 6,Houston,TX,77057,1.0,1.0,888.0,29.745953,-95.482414,TOWNHOUSE,128517.0,1.9545,11
251275322,299995,15410 Roaming River Trl,Houston,TX,77044,3.0,2.0,1733.0,29.88089,-95.14269,SINGLE_FAMILY,260510.0,6006.924,12
27761355,860000,1129 Cortlandt St,Houston,TX,77008,6.0,3.0,2604.0,29.791882,-95.39562,SINGLE_FAMILY,704025.0,6599.34,10
55475782,599000,16710 Mystic Harbor Ln,Houston,TX,77095,5.0,4.0,4516.0,29.942787,-95.67237,SINGLE_FAMILY,529049.0,8276.4,19
28061925,490000,2019 Shadow Bend Dr,Houston,TX,77043,5.0,2.0,2514.0,29.80858,-95.55703,SINGLE_FAMILY,396890.0,8398.368,46
28205176,520000,11902 Riverview Dr,Houston,TX,77077,4.0,2.0,2750.0,29.756363,-95.58973,SINGLE_FAMILY,583090.0,8999.496,18
28223504,197000,2379 Briarwest Blvd UNIT 35,Houston,TX,77077,2.0,3.0,1344.0,29.738039,-95.611824,TOWNHOUSE,178780.0,2.9265,74
161384124,625000,15802 Bryan Creek Ct,Houston,TX,77044,4.0,4.0,4452.0,29.919228,-95.17423,SINGLE_FAMILY,610088.0,9469.944,6
28364806,254999,4134 Summit Valley Dr,Houston,TX,77082,3.0,2.0,1632.0,29.71063,-95.651566,SINGLE_FAMILY,195064.0,7021.872,49
27792811,500000,2507 Gentry St,Houston,TX,77009,4.0,2.0,720.0,29.784748,-95.362206,SINGLE_FAMILY,291084.0,8651.016,192
339421204,609000,712 W 22nd St #B,Houston,TX,77008,4.0,4.0,2340.0,29.805613,-95.41089,SINGLE_FAMILY,388341.0,1900.0,44
28293321,267000,10819 Sageriver Dr,Houston,TX,77089,3.0,3.0,1780.0,29.598606,-95.22389,SINGLE_FAMILY,226507.0,9796.644,42
80597830,260000,307 Remington Ridge Dr,Houston,TX,77073,3.0,3.0,1945.0,29.972588,-95.41716,SINGLE_FAMILY,250771.0,4608.648,281
28228973,299000,1731 Cherry Bend Dr,Houston,TX,77077,3.0,2.0,1823.0,29.746922,-95.59014,SINGLE_FAMILY,341200.0,8546.472,4
28106350,464000,7511 Olympia Dr,Houston,TX,77063,3.0,3.0,2126.0,29.743874,-95.50158,TOWNHOUSE,324899.0,2291.0,28
27751584,599000,2107 Mason St,Houston,TX,77006,3.0,4.0,2316.0,29.74947,-95.38474,SINGLE_FAMILY,509100.0,1672.704,6
28054329,205000,5606 Elm Springs Dr,Houston,TX,77048,5.0,2.0,1265.0,29.63913,-95.33592,SINGLE_FAMILY,195788.0,6438.168,14
27910568,1275000,1506 Wakefield Dr,Houston,TX,77018,4.0,4.0,3506.0,29.825296,-95.43809,SINGLE_FAMILY,1226390.0,6952.176,29
28499369,469900,14014 Haynes Dr,Houston,TX,77069,4.0,4.0,3311.0,29.98235,-95.53862,SINGLE_FAMILY,383642.0,8624.88,53
28353806,385000,7222 Birchtree Forest Dr,Houston,TX,77088,4.0,4.0,2709.0,29.866627,-95.4594,SINGLE_FAMILY,263055.0,8999.496,21
161427337,405000,4114 Guild Meadows Dr,Houston,TX,77084,4.0,3.0,2822.0,29.832205,-95.69638,SINGLE_FAMILY,414961.0,6599.34,1
123230667,369000,14550 San Pietro Dr,Houston,TX,77070,3.0,3.0,2065.0,29.990896,-95.568695,TOWNHOUSE,340728.0,2043.0,12
339421200,340000,4510 Noble St,Houston,TX,77020,3.0,3.0,1610.0,29.780283,-95.324425,SINGLE_FAMILY,241256.0,2500.344,0
245772825,840000,2029 Vermont St,Houston,TX,77019,3.0,4.0,2697.0,29.748947,-95.40938,SINGLE_FAMILY,801239.0,2086.524,20
249894207,458950,5821 E Post Oak Ln,Houston,TX,77055,3.0,4.0,2100.0,29.795923,-95.45505,SINGLE_FAMILY,453900.0,2043.0,18
97602410,260000,4831 Winfield Rd,Houston,TX,77039,2.0,3.0,2050.0,29.899464,-95.318535,SINGLE_FAMILY,210529.0,6599.34,100
28112780,285000,847 Rockbrook Dr,Houston,TX,77015,3.0,2.0,1390.0,29.788774,-95.15892,SINGLE_FAMILY,193867.0,0.3275,13
27927144,220000,757 Evanston St,Houston,TX,77015,2.0,1.0,1296.0,29.78183,-95.18275,SINGLE_FAMILY,258114.0,0.5372,63
27775302,789900,1221 Malone St,Houston,TX,77007,3.0,4.0,2901.0,29.772238,-95.41958,SINGLE_FAMILY,606832.0,2500.344,39
28178676,202000,5018 Ingomar Way,Houston,TX,77053,4.0,2.0,1325.0,29.601013,-95.45532,SINGLE_FAMILY,193736.0,6381.54,116
28542511,699000,5120 Chevy Chase Dr,Houston,TX,77056,2.0,3.0,2368.0,29.746311,-95.46509,TOWNHOUSE,586407.0,2238.0,27
27758530,549000,2505 Anita St,Houston,TX,77004,3.0,4.0,2243.0,29.735249,-95.36289,SINGLE_FAMILY,103950.0,3000.0,55
97667704,329000,6618 Knox St,Houston,TX,77091,3.0,3.0,1881.0,29.859825,-95.42256,SINGLE_FAMILY,45000.0,3001.284,14
27791432,749000,1629 Castle Ct,Houston,TX,77006,4.0,4.0,3036.0,29.73171,-95.40087,MULTI_FAMILY,585389.0,6000.0,28
28479133,184900,14020 Schroeder Rd APT 141,Houston,TX,77070,2.0,2.0,1178.0,29.9809,-95.55545,TOWNHOUSE,149402.0,5.3694,32
27794205,230000,4310 Gregory St,Houston,TX,77026,3.0,2.0,1434.0,29.791916,-95.32648,SINGLE_FAMILY,227025.0,4795.956,161
28324671,165000,8227 Kingsbrook Rd APT 222,Houston,TX,77024,2.0,2.0,1052.0,29.779951,-95.48589,CONDO,148506.0,8.552,182
28134943,165000,14819 Estrellita Dr,Houston,TX,77060,3.0,2.0,1117.0,29.916609,-95.39373,SINGLE_FAMILY,159099.0,5776.056,91
28393247,160000,10555 Turtlewood Ct UNIT 414,Houston,TX,77072,2.0,2.0,1377.0,29.700352,-95.56567,CONDO,165057.0,4.8608,13
80596283,250000,19002 Siril Dr,Houston,TX,77073,3.0,3.0,2487.0,29.97069,-95.4129,SINGLE_FAMILY,281701.0,4316.796,12
337098394,425000,7407 Rusk St #B,Houston,TX,77011,3.0,3.0,2201.0,29.731054,-95.29536,MULTI_FAMILY,381305.0,2542.0,15
28352524,105000,10075 Westpark Dr APT 101,Houston,TX,77042,2.0,2.0,1032.0,29.722788,-95.54472,TOWNHOUSE,98087.0,4.5468,282
28194493,217500,7706 Challie Ln #7706,Houston,TX,77088,2.0,3.0,1575.0,29.87848,-95.477036,TOWNHOUSE,162937.0,1271.0,5
28399691,149000,15509 Blake Way St,Houston,TX,77032,3.0,3.0,2160.0,29.943598,-95.35806,TOWNHOUSE,133045.0,2061.0,45
28346274,150001,8415 Hearth Dr APT 34,Houston,TX,77054,3.0,2.0,1308.0,29.679928,-95.41781,CONDO,124875.0,14.7915,77
28041762,1499990,10926 Leaning Ash Ln,Houston,TX,77079,4.0,3.0,3508.0,29.778898,-95.57227,SINGLE_FAMILY,1082657.0,0.5546,11
27911185,417000,4826 Ella Blvd,Houston,TX,77018,2.0,1.0,1175.0,29.836063,-95.42945,SINGLE_FAMILY,343741.0,7801.596,148
27825386,113000,13246 Glennlast Ln,Houston,TX,77037,3.0,2.0,924.0,29.89111,-95.386024,MANUFACTURED,16643.0,7169.976,46
112160658,465000,12930 Laguna Vista Ln,Houston,TX,77044,4.0,3.0,2675.0,29.961863,-95.17455,SINGLE_FAMILY,399484.0,8646.66,1
27918413,1149000,4226 Gibson St,Houston,TX,77007,4.0,5.0,3411.0,29.76708,-95.40309,SINGLE_FAMILY,845934.0,2748.636,78
27954038,265000,8136 Hamlet St,Houston,TX,77078,3.0,2.0,1325.0,29.85055,-95.276344,SINGLE_FAMILY,167097.0,0.32230000000000003,47
27968169,275000,5906 Van Fleet St,Houston,TX,77033,3.0,2.0,1627.0,29.673767,-95.33199,SINGLE_FAMILY,160144.0,8910.0,159
84058891,200000,11950 Greenglen Dr,Houston,TX,77044,4.0,2.0,1350.0,29.892553,-95.22199,SINGLE_FAMILY,162970.0,5501.628,204
27776045,384000,1504 Luzon St,Houston,TX,77009,4.0,2.0,1880.0,29.786242,-95.35275,MULTI_FAMILY,272116.0,5000.0,21
28042776,629000,3311 Freshmeadows Dr,Houston,TX,77063,4.0,2.0,2355.0,29.72942,-95.502396,SINGLE_FAMILY,497945.0,9361.044,54
27747146,430000,5207 Cornish St,Houston,TX,77007,3.0,3.0,2139.0,29.778273,-95.41406,SINGLE_FAMILY,339605.0,1494.108,33
62584331,340000,2111 Welch St APT B219,Houston,TX,77019,2.0,2.0,1509.0,29.747911,-95.411385,CONDO,313527.0,3.9775,5
62584354,289000,2100 Welch St APT C101,Houston,TX,77019,2.0,1.0,1230.0,29.748295,-95.41204,CONDO,266095.0,1.6039,25
97666667,405000,3726 Noah St,Houston,TX,77021,3.0,3.0,1850.0,29.6845,-95.36855,SINGLE_FAMILY,105000.0,2500.0,10
28502171,695000,5507 Honor Dr,Houston,TX,77041,4.0,5.0,4122.0,29.849049,-95.61037,SINGLE_FAMILY,662394.0,9199.872,107
28018403,1500000,214 Paul Revere Dr,Houston,TX,77024,4.0,3.0,3007.0,29.764273,-95.54923,SINGLE_FAMILY,1271241.0,0.5716,36
251179058,648000,5411 Vista Bluff Ln,Houston,TX,77059,4.0,4.0,3258.0,29.608631,-95.12286,SINGLE_FAMILY,597307.0,8176.212,8
28210373,475000,12625 Memorial Dr APT 155,Houston,TX,77024,3.0,3.0,2554.0,29.766033,-95.554985,TOWNHOUSE,416659.0,3349.0,8
28101482,1550000,370 Tealwood Dr,Houston,TX,77024,4.0,6.0,4979.0,29.765429,-95.547844,SINGLE_FAMILY,1379807.0,10885.644,15
27755081,289000,7308 Vinson St,Houston,TX,77088,3.0,2.0,1699.0,29.865952,-95.44242,SINGLE_FAMILY,197133.0,9861.984,35
28149590,278999,7631 White Fir Dr,Houston,TX,77088,4.0,3.0,2565.0,29.87797,-95.465004,SINGLE_FAMILY,222330.0,7919.208,629
28004161,310000,6609 Scribner Rd,Houston,TX,77074,4.0,2.0,1456.0,29.70237,-95.497795,SINGLE_FAMILY,240978.0,7880.004,47
118390227,575000,403 Fenn St,Houston,TX,77018,3.0,3.0,2538.0,29.829132,-95.40439,SINGLE_FAMILY,227831.0,2500.344,4
28262164,239000,5054 Pine Cliff Dr,Houston,TX,77084,3.0,2.0,1896.0,29.850067,-95.630394,SINGLE_FAMILY,311077.0,7130.772,431
27912806,599999,1906 Brimberry St,Houston,TX,77018,4.0,2.0,2300.0,29.833101,-95.44668,SINGLE_FAMILY,403643.0,7200.468,49
62589720,479000,6215 Sutherland Sq,Houston,TX,77081,4.0,4.0,2585.0,29.713465,-95.46943,TOWNHOUSE,362064.0,1951.0,21
28254145,349000,14847 El Miranda Dr,Houston,TX,77095,4.0,2.0,2497.0,29.884287,-95.63138,SINGLE_FAMILY,375123.0,7801.596,46
27987775,205000,7909 Nashville St,Houston,TX,77028,2.0,2.0,1260.0,29.824461,-95.283936,SINGLE_FAMILY,212866.0,4499.748,27
161216972,194900,3603 Lazywood Ln,Houston,TX,77023,3.0,1.0,1039.0,29.703257,-95.32185,SINGLE_FAMILY,165568.0,5505.984,7
27760353,999900,1545 Cortlandt St,Houston,TX,77008,4.0,3.0,2321.0,29.799484,-95.39574,SINGLE_FAMILY,1054253.0,6599.34,66
27580262,304950,7907 Addicks Clodine Rd,Houston,TX,77083,4.0,2.0,1884.0,29.691664,-95.66305,SINGLE_FAMILY,307533.0,9012.0,12
28043099,175000,5215 Amy St,Houston,TX,77028,3.0,1.0,1310.0,29.808447,-95.28649,SINGLE_FAMILY,146331.0,5248.98,59
28248663,174900,4116 Belle Park Dr #4116,Houston,TX,77072,3.0,3.0,1664.0,29.713333,-95.58349,CONDO,152296.0,1564.0,14
28294281,135000,6401 Ella Lee Ln,Houston,TX,77057,2.0,2.0,1224.0,29.73948,-95.49784,CONDO,102644.0,6.4135,46
80550197,1599000,18711 Windsor Lakes Dr,Houston,TX,77094,5.0,7.0,8648.0,29.766762,-95.6961,SINGLE_FAMILY,1720000.0,0.2994949494949495,5
245250800,522500,4930 Ella Blvd,Houston,TX,77018,3.0,3.0,2466.0,29.837112,-95.42946,SINGLE_FAMILY,455136.0,3114.54,105
84006983,379500,16951 Summer Crossing Ln,Houston,TX,77084,5.0,3.0,3536.0,29.86173,-95.662125,SINGLE_FAMILY,369794.0,6255.216,50
28084482,320000,5131 Cripple Creek Dr,Houston,TX,77017,3.0,3.0,2487.0,29.679815,-95.24767,SINGLE_FAMILY,284621.0,9217.296,67
58674424,293000,2502 Blackridge Rd,Houston,TX,77067,5.0,3.0,2607.0,29.960516,-95.45894,SINGLE_FAMILY,290645.0,5641.02,8
28542596,495000,14402 Brentshire Ln,Houston,TX,77069,4.0,4.0,3937.0,29.998005,-95.52603,SINGLE_FAMILY,476825.0,0.2712,42
28046594,429000,1810 Shadow Bend Dr,Houston,TX,77043,3.0,2.0,1855.0,29.804836,-95.556335,SINGLE_FAMILY,459208.0,8816.544,78
27954419,230000,6926 Peyton St,Houston,TX,77028,4.0,2.0,1383.0,29.819187,-95.30769,SINGLE_FAMILY,89770.0,7139.484,123
123224517,339997,9809 Fabiola Dr,Houston,TX,77075,4.0,3.0,2059.0,29.624966,-95.24947,SINGLE_FAMILY,54254.0,4835.16,117
27775679,1749000,1119 Willard St,Houston,TX,77006,3.0,4.0,4176.0,29.750946,-95.39334,SINGLE_FAMILY,550000.0,5000.688,5
28397901,239000,5603 Sage Manor Dr,Houston,TX,77084,3.0,2.0,1440.0,29.85562,-95.67437,SINGLE_FAMILY,208731.0,7400.844,7
27876753,315000,6609 Burkett St,Houston,TX,77021,3.0,3.0,1687.0,29.701122,-95.36887,SINGLE_FAMILY,266930.0,6695.172,61
118399819,645000,2425 W Main St APT B,Houston,TX,77098,3.0,4.0,2647.0,29.736172,-95.41722,TOWNHOUSE,622203.0,1489.0,18
27861219,1200000,2109 Sheridan St,Houston,TX,77030,3.0,2.0,3340.0,29.706821,-95.40787,MULTI_FAMILY,704460.0,6615.0,52
27871994,229999,5301 Bennington St,Houston,TX,77028,1.0,1.0,829.0,29.819641,-95.313385,SINGLE_FAMILY,111823.0,7200.468,25
97629187,275000,1430 Elias Peak Ct,Houston,TX,77073,3.0,2.0,1320.0,30.010307,-95.40659,SINGLE_FAMILY,216621.0,4865.652,4
27849502,530000,3319 Charleston St,Houston,TX,77021,3.0,3.0,2350.0,29.707012,-95.37046,SINGLE_FAMILY,438269.0,9199.872,1
27803989,235000,10327 Mayberry St,Houston,TX,77078,3.0,2.0,1925.0,29.862846,-95.26579,SINGLE_FAMILY,208375.0,0.4591,54
27756759,750000,2405 Yoakum Blvd,Houston,TX,77006,2.0,2.0,1540.0,29.747812,-95.392555,SINGLE_FAMILY,638682.0,5649.732,2
27939643,279999,7129 Gracia St,Houston,TX,77076,3.0,3.0,2288.0,29.865734,-95.39579,SINGLE_FAMILY,289536.0,8999.496,26
28001271,255000,12222 Dumas St,Houston,TX,77034,3.0,2.0,1640.0,29.626925,-95.20772,SINGLE_FAMILY,193050.0,7540.236,25
28241651,249000,12210 De Forrest St,Houston,TX,77066,4.0,2.0,1863.0,29.97458,-95.49615,SINGLE_FAMILY,234184.0,7278.876,12
28424674,40000,12500 Sandpiper Dr APT 26,Houston,TX,77035,1.0,1.0,729.0,29.640802,-95.50385,CONDO,51150.0,4.5457,127
27921374,225000,4440 Castor St,Houston,TX,77022,2.0,2.0,1240.0,29.829906,-95.38842,SINGLE_FAMILY,313154.0,9048.0,23
123226002,229000,2710 Hullsmith Dr #201,Houston,TX,77063,2.0,2.0,1501.0,29.735628,-95.507614,CONDO,256033.0,2.0503,27
70306477,374000,9814 Riddlelink Ln,Houston,TX,77025,3.0,3.0,2398.0,29.676546,-95.43679,SINGLE_FAMILY,309903.0,2130.084,43
28220369,185000,13954 Hollowgreen Dr #25,Houston,TX,77082,2.0,3.0,1460.0,29.73155,-95.635574,TOWNHOUSE,188823.0,1424.0,123
339422003,685000,1518 Houston Ave,Houston,TX,77007,4.0,4.0,2868.0,29.772068,-95.371994,SINGLE_FAMILY,365733.0,2330.46,76
59756221,369000,8518 Fredericksburg Ln,Houston,TX,77083,3.0,3.0,2770.0,29.681366,-95.67881,SINGLE_FAMILY,326653.0,6856.344,41
28377944,142000,15336 W Little York Rd #208,Houston,TX,77084,1.0,2.0,972.0,29.867958,-95.63972,TOWNHOUSE,136433.0,1495.0,4
68426707,254900,8510 Village Hollow Ln,Houston,TX,77072,3.0,2.0,1326.0,29.686361,-95.61029,SINGLE_FAMILY,212073.0,4399.56,17
28089429,420000,18307 Cape Bahamas Ln,Houston,TX,77058,4.0,3.0,2192.0,29.542477,-95.0965,SINGLE_FAMILY,347840.0,8881.884,24
2058541984,344990,1215 Highland Square Ln,Houston,TX,77091,2.0,2.0,1468.0,29.85151,-95.431076,SINGLE_FAMILY,76306.0,1725.0,139
28089457,379000,18314 Carriage Ln,Houston,TX,77058,4.0,3.0,3309.0,29.542862,-95.095215,SINGLE_FAMILY,399879.0,8881.884,53
68425045,172900,8935 Windfern Trace Dr,Houston,TX,77064,3.0,2.0,1153.0,29.930962,-95.550735,SINGLE_FAMILY,207746.0,3911.688,104
126278282,399900,5414 Robusto Pl,Houston,TX,77091,3.0,3.0,1936.0,29.844995,-95.443825,SINGLE_FAMILY,348347.0,2835.756,41
84040946,306000,19406 Hillside Springs Cir,Houston,TX,77084,4.0,3.0,2366.0,29.812456,-95.70864,SINGLE_FAMILY,302535.0,4726.26,4
80565181,1599000,3523 Louvre Ln,Houston,TX,77082,4.0,5.0,3913.0,29.720076,-95.58789,SINGLE_FAMILY,1080256.0,9814.068,3
28035016,423000,10818 Hillcroft St,Houston,TX,77096,3.0,2.0,1846.0,29.662218,-95.49259,SINGLE_FAMILY,284594.0,8058.6,81
27895294,215000,3407 Coal St,Houston,TX,77026,3.0,2.0,1410.0,29.801552,-95.33478,SINGLE_FAMILY,99397.0,7562.016,65
27936774,575000,2709 Helberg Rd,Houston,TX,77092,3.0,2.0,2004.0,29.811844,-95.454956,SINGLE_FAMILY,437908.0,8550.828,63
305339143,711000,5816 Winsome Ln #A,Houston,TX,77057,3.0,4.0,2593.0,29.73567,-95.48157,SINGLE_FAMILY,540000.0,2069.1,7
28321094,375000,1658 Beaconshire Rd,Houston,TX,77077,4.0,3.0,2661.0,29.7507,-95.61186,SINGLE_FAMILY,349377.0,5222.844,13
123239996,569900,818 Yale St #A,Houston,TX,77007,3.0,4.0,2107.0,29.785892,-95.39856,SINGLE_FAMILY,572500.0,1637.856,41
28012054,378000,6118 Shadow Crest St,Houston,TX,77074,4.0,2.0,2137.0,29.68064,-95.49913,SINGLE_FAMILY,230004.0,8576.964,13
27938930,160000,3610 Broad St,Houston,TX,77087,3.0,1.0,1348.0,29.696453,-95.3113,SINGLE_FAMILY,111904.0,7200.468,26
89650684,950000,5526 McCulloch Cir,Houston,TX,77056,3.0,4.0,3183.0,29.732279,-95.47522,SINGLE_FAMILY,1006318.0,7365.996,109
97666606,348900,4605 Larkspur St,Houston,TX,77051,3.0,2.0,2250.0,29.661495,-95.358345,SINGLE_FAMILY,322146.0,5048.604,23
27780134,799000,4905 Jackson St,Houston,TX,77004,2.0,2.0,2704.0,29.726395,-95.37984,MULTI_FAMILY,590000.0,8750.0,74
117925374,899000,614 Pink Azalea Trl,Houston,TX,77079,4.0,6.0,4979.0,29.772886,-95.61797,SINGLE_FAMILY,983610.0,4003.164,40
62572403,390000,8314 Major Blizzard Dr,Houston,TX,77089,4.0,3.0,2326.0,29.585676,-95.24864,SINGLE_FAMILY,353118.0,7200.468,10
27907766,145000,4630 Larkspur St,Houston,TX,77051,2.0,1.0,750.0,29.661106,-95.35738,SINGLE_FAMILY,110521.0,5000.688,183
